"gene","SRR26204551","SRR26204552","SRR26204555","SRR26204556","SRR26204559","SRR26204560"
"AHCYP7",1,0,0,1,0,0
"AHCYP8",0,0,0,3,0,0
"AHDC1",302,782,292,546,193,273
"AHI1",373,425,263,422,228,257
"AHI1-DT",33,10,11,18,12,11
"AHNAK",24333,37171,21578,80956,5431,29783
"AHNAK2",37,91,46,183,9,530
"AHR",16779,4106,7183,4789,10310,2820
"AHRR",33,34,23,4,0,20
"AHSA1",3157,1309,1899,830,2190,708
"AHSA2P",675,1147,1125,1357,295,521
"AHSG",0,0,0,0,0,0
"AHSP",4,201,66,721,2925,113
"AICDA",144,19,113,37,161,36
"AIDA",1852,1208,959,1025,1068,952
"AIDAP1",0,0,0,0,0,0
"AIDAP2",3,11,5,10,1,3
"AIDAP3",0,0,0,0,0,0
"AIF1",1531,2467,3456,2492,1205,1343
"AIF1L",309,93,260,116,574,1265
"AIFM1",582,466,593,527,407,529
"AIFM1P1",0,0,0,0,0,0
"AIFM2",294,122,141,98,196,131
"AIFM3",59,39,146,77,37,71
"AIG1",265,185,286,272,159,233
"AIG1P1",0,0,0,0,0,0
"AIM2",156,245,221,178,50,47
"AIMP1",1258,583,929,583,878,430
"AIMP1P1",0,0,0,0,0,0
"AIMP1P2",0,0,0,0,0,0
"AIMP2",362,114,279,135,239,158
"AIP",1442,867,984,737,874,352
"AIPL1",9,22,8,22,2,7
"AIRE",1,7,4,8,1,0
"AIRN",1,0,0,0,0,0
"AJAP1",9,1,5,9,1,4
"AJM1",32,124,70,265,14,45
"AJUBA",478,21,301,55,122,63
"AJUBA-DT",2,0,1,0,1,0
"AK1",137,185,77,168,214,67
"AK2",3909,1638,2613,2158,2417,1205
"AK2P2",0,0,3,0,1,0
"AK3",3929,630,2037,593,2811,520
"AK3P2",0,0,0,0,0,0
"AK3P3",3,2,6,9,3,3
"AK3P4",0,0,0,0,0,0
"AK3P5",0,0,0,0,0,0
"AK3P6",0,0,0,0,0,0
"AK3P7",0,0,0,0,0,0
"AK4",137,483,61,1777,47,289
"AK4P1",0,0,5,45,0,0
"AK4P2",0,0,0,0,0,0
"AK4P3",64,31,12,15,7,8
"AK4P4",0,5,3,7,1,0
"AK4P5",0,0,0,0,0,0
"AK4P6",0,0,0,0,0,0
"AK5",8,33,2,61,8,21
"AK6",802,262,302,174,352,164
"AK6P1",0,0,0,0,0,0
"AK6P2",0,0,0,0,0,0
"AK7",10,16,9,32,22,7
"AK8",6,6,2,3,4,1
"AK9",243,100,199,85,194,48
"AKAIN1",2,0,0,0,0,0
"AKAP1",101,551,164,424,60,272
"AKAP1-DT",45,23,38,32,12,22
"AKAP10",1139,530,1000,578,641,468
"AKAP11",574,727,675,587,311,590
"AKAP12",1318,289,563,398,902,329
"AKAP13",4784,14110,6062,13566,1821,5994
"AKAP13-AS1",0,0,0,0,0,0
"AKAP14",1,0,1,0,2,0
"AKAP17A",1683,2956,1913,4295,871,1092
"AKAP17BP",0,0,0,0,0,0
"AKAP3",105,2,12,3,80,13
"AKAP4",7,0,4,0,3,0
"AKAP5",54,463,90,434,15,76
"AKAP6",21,25,16,49,3,51
"AKAP7",532,160,230,79,360,142
"AKAP8",1391,754,886,884,515,393
"AKAP8L",1438,1178,1504,1439,1031,520
"AKAP8P1",0,0,0,0,1,0
"AKAP9",1504,3154,2148,3035,896,1557
"AKIP1",431,160,279,131,315,218
"AKIRIN1",4342,3859,2564,2882,2399,1144
"AKIRIN1P1",0,0,0,0,0,0
"AKIRIN1P2",0,0,0,0,0,0
"AKIRIN2",1578,1845,1788,1561,1078,584
"AKIRIN2P1",0,0,0,0,0,0
"AKNA",1619,9981,3548,10912,728,1791
"AKNAD1",0,5,2,1,1,6
"AKR1A1",1193,1307,1079,833,874,1233
"AKR1B1",11543,1854,5173,1787,6829,2287
"AKR1B10",77,49,58,106,23,69
"AKR1B10P1",0,0,0,0,2,0
"AKR1B10P2",0,3,0,0,0,0
"AKR1B15",1662,24,481,34,921,34
"AKR1B1P1",1,0,0,0,0,0
"AKR1B1P2",1,0,0,0,1,0
"AKR1B1P3",1,0,0,0,0,0
"AKR1B1P4",0,0,2,0,1,1
"AKR1B1P5",0,1,0,0,0,0
"AKR1B1P6",1,0,0,0,0,1
"AKR1B1P7",1,0,0,0,0,0
"AKR1B1P8",0,0,0,0,0,0
"AKR1C1",12,57,35,28,13,18
"AKR1C2",60,48,50,96,28,55
"AKR1C3",25,51,40,87,17,57
"AKR1C4",1,0,1,1,0,0
"AKR1C5P",0,0,0,1,0,0
"AKR1C6P",0,0,0,0,0,0
"AKR1C7P",0,2,2,6,1,2
"AKR1C8",0,0,0,0,0,0
"AKR1D1",21,7,7,16,4,7
"AKR1D1P1",0,1,0,1,0,1
"AKR1E2",20,7,11,8,15,11
"AKR7A2",852,169,570,290,773,326
"AKR7A2P1",3,0,1,0,0,0
"AKR7A2P2",0,0,0,0,0,0
"AKR7A3",16,34,1,1,3,8
"AKR7L",26,18,3,4,0,3
"AKT1",4137,1894,2927,2378,1884,1463
"AKT1S1",3564,529,1670,396,2140,439
"AKT2",2712,1721,2249,2606,1432,817
"AKT3",4546,737,2204,739,2913,533
"AKT3-IT1",2,5,1,9,1,0
"AKTIP",5153,271,2112,255,2828,280
"AKTIPP1",0,0,0,0,0,0
"AKTIPP2",2,0,0,0,0,0
"AKTIPP3",0,0,0,0,0,0
"ALAD",911,441,784,575,665,519
"ALAS1",2650,2140,1703,1123,1812,1422
"ALAS2",20,1343,551,10384,18780,720
"ALB",0,0,0,0,0,0
"ALCAM",360,1648,395,1474,175,3219
"ALDH16A1",875,636,850,612,527,452
"ALDH18A1",581,319,472,503,311,709
"ALDH1A1",464,1912,755,1418,208,1623
"ALDH1A2",117,40,28,35,33,57
"ALDH1A2-AS1",0,0,0,0,0,1
"ALDH1A3",638,9,704,81,409,41
"ALDH1A3-AS1",30,6,26,8,15,23
"ALDH1B1",16,34,42,84,27,188
"ALDH1L1",8,8,9,6,3,3
"ALDH1L1-AS1",0,0,0,0,0,0
"ALDH1L1-AS2",0,0,0,0,0,0
"ALDH1L2",12,15,10,35,13,122
"ALDH2",1595,4765,3474,3326,797,3354
"ALDH3A1",15,17,16,51,9,17
"ALDH3A2",262,588,518,509,120,481
"ALDH3B1",650,844,1846,743,483,1040
"ALDH3B2",4555,29,1191,32,3441,91
"ALDH4A1",1607,72,679,163,590,260
"ALDH5A1",588,189,270,148,587,140
"ALDH6A1",574,198,549,274,311,217
"ALDH7A1",285,175,198,276,114,645
"ALDH7A1P1",0,0,0,0,0,0
"ALDH7A1P2",0,0,0,0,0,0
"ALDH7A1P3",0,0,0,0,0,0
"ALDH7A1P4",0,0,0,0,0,0
"ALDH8A1",68,12,29,28,11,12
"ALDH9A1",1511,840,993,678,1236,753
"ALDOA",13657,12653,15984,17235,10902,10698
"ALDOAP1",0,2,2,1,1,0
"ALDOAP2",3,2,1,0,0,1
"ALDOB",1,1,1,2,1,1
"ALDOC",48,314,56,227,30,70
"ALG1",137,193,217,242,74,248
"ALG10",66,67,55,60,27,48
"ALG10B",76,99,77,61,49,106
"ALG11",572,217,447,402,208,451
"ALG12",291,284,215,278,91,211
"ALG13",545,928,438,724,337,311
"ALG13-AS1",0,0,1,0,0,0
"ALG14",182,92,145,122,148,79
"ALG14-AS1",0,0,0,0,0,0
"ALG1L10P",0,0,0,0,0,0
"ALG1L11P",0,0,0,0,0,0
"ALG1L12P",0,0,0,0,0,0
"ALG1L13P",0,0,0,4,0,1
"ALG1L14P",0,0,0,0,0,0
"ALG1L15P",0,0,0,0,0,0
"ALG1L1P",0,0,0,0,0,0
"ALG1L2",2,6,3,1,1,0
"ALG1L3P",0,0,0,2,0,0
"ALG1L5P",0,0,0,0,0,0
"ALG1L6P",0,0,0,0,0,0
"ALG1L7P",25,0,3,0,19,2
"ALG1L8P",4,0,0,0,0,0
"ALG1L9P",13,6.5,13,26,22,9.5
"ALG2",494,996,361,1073,281,490
"ALG3",1094,204,465,240,391,339
"ALG3P1",0,0,0,0,0,0
"ALG5",645,224,303,305,182,263
"ALG6",201,148,227,109,94,125
"ALG8",400,272,254,264,153,303
"ALG9",492,193,259,294,319,242
"ALG9-IT1",0,0,0,0,0,0
"ALK",0,3,0,1,1,22
"ALKAL1",0,0,0,0,0,0
"ALKAL2",20,3,8,11,8,4
"ALKBH1",334,123,191,100,187,126
"ALKBH2",43,67,45,47,16,57
"ALKBH3",275,161,181,119,86,108
"ALKBH3-AS1",0,0,1,0,0,0
"ALKBH4",341,36,172,59,228,53
"ALKBH5",4089,2485,2820,2630,2660,1146
"ALKBH6",173,153,161,178,105,98
"ALKBH7",1193,354,753,341,892,253
"ALKBH8",89,87,77,79,48,94
"ALLC",0,0,0,0,0,0
"ALMS1",292,505,323,678,117,366
"ALMS1-IT1",13,65,30,29,13,3
"ALMS1P1",7.5,7.5,5.5,12.5,4,5
"ALOX12",11,2,29,5,5,1
"ALOX12-AS1",111,125,122,125,50,47
"ALOX12B",1,2,0,0,0,0
"ALOX12P1",0,0,0,0,0,0
"ALOX12P2",3.5,15.5,3.5,18.5,3,1
"ALOX15",12,5,10,2,7,3
"ALOX15B",19,112,46,53,5,122
"ALOX15P1",0,0,0,0,0,0
"ALOX15P2",0,0,0,0,0,0
"ALOX5",3098,2626,5314,3547,1301,1828
"ALOX5AP",299,2827,2312,2103,140,933
"ALOXE3",108,1,58,0,339,42
"ALOXE3P1",0,0,0,0,1,0
"ALPG",150,1,74,11,41,9
"ALPI",0,0,0,0,0,0
"ALPK1",483,501,879,457,300,319
"ALPK2",19,10,12,50,3,40
"ALPK3",1166,52,458,139,606,190
"ALPL",12,941,244,736,4,35
"ALPP",17178,210,4665,370,2974,691
"ALS2",446,307,425,402,338,300
"ALS2CL",107,111,50,215,45,292
"ALX1",0,0,1,1,0,0
"ALX3",1,0,0,0,2,0
"ALX4",1,0,0,0,0,0
"ALYREF",1582,746,1068,974,1000,447
"AMACR",27,28,67,22,10,46
"AMBN",0,0,0,0,0,0
"AMBP",0,1,0,0,2,2
"AMBRA1",1429,655,812,657,758,437
"AMD1",7726,3416,5695,2513,7117,1236
"AMD1P1",0,1,2,4,0,0
"AMD1P2",0,0,0,0,0,0
"AMD1P3",0,0,3,2,1,2
"AMD1P4",7,19,12,15,3,16
"AMDHD1",10,17,19,27,5,50
"AMDHD2",553,592,450,395,441,364
"AMELX",0,0,0,0,0,0
"AMELY",3,0,0,0,0,0
"AMER1",46,86,46,87,18,48
"AMER2",122,4,128,6,96,7
"AMER3",4,11,7,6,0,0
"AMFR",2516,992,1445,1221,742,1024
"AMH",1,6,8,14,4,5
"AMHR2",0,0,1,1,1,2
"AMIGO1",224,39,36,62,50,27
"AMIGO2",85,411,64,303,34,345
"AMIGO3",16,0,15,64,0,0
"AMMECR1",2238,173,1130,223,1983,169
"AMMECR1-IT1",0,2,1,0,0,0
"AMMECR1L",752,413,577,687,438,302
"AMMECR1LP1",0,0,0,0,0,0
"AMN",23,24,17,32,10,11
"AMN1",300,75,213,66,219,34
"AMOT",4959,77,1709,287,1276,721
"AMOTL1",3900,66,2030,185,1356,520
"AMOTL2",796,57,940,238,1656,787
"AMPD1",0,1,1,2,0,0
"AMPD2",1273,3180,2189,3089,605,1556
"AMPD3",828,3662,1273,6193,477,1995
"AMPH",6,5,16,30,6,3
"AMT",10,40,15,69,3,44
"AMTN",1,0,0,0,0,0
"AMY1A",0,0,0,3,0,0
"AMY1B",0,0,0,0,0,0
"AMY1C",1,0,0,0,1,1
"AMY2A",0,0,0,0,0,0
"AMY2B",122,325,252,421,43,161
"AMYP1",0,0,0,0,0,0
"AMZ1",14,98,22,73,4,366
"AMZ2",2354,1107,1076,854,1313,510
"AMZ2P1",242,190.5,134.5,133,144,84
"AMZ2P2",1,0,0,1,0,0
"AMZ2P3",0,0,0,0,0,0
"ANAPC1",446,569,397,623,201,508
"ANAPC10",311,119,165,84,204,80
"ANAPC10P1",0,0,0,0,0,0
"ANAPC11",1493,244,870,292,1020,306
"ANAPC13",3155,260,1275,246,1754,382
"ANAPC15",778,210,519,279,375,161
"ANAPC15P1",0,0,0,0,0,0
"ANAPC15P2",0,0,0,0,0,0
"ANAPC16",3244,1122,2023,1134,2103,678
"ANAPC1P1",1,7,1,0,1,0
"ANAPC1P2",142,461,152.5,326.5,70,107.5
"ANAPC1P3",0,0,0,0,8,0
"ANAPC1P4",0,0,0,0,0,0
"ANAPC1P5",0,0,0,7,0,0
"ANAPC1P6",0,0,0,0,0,0
"ANAPC2",411,523,627,788,296,264
"ANAPC4",373,516,578,494,253,272
"ANAPC5",1750,1280,1717,1669,1014,944
"ANAPC7",419,370,419,299,251,363
"ANG",59,67,84,55,18,93
"ANGEL1",188,476,265,413,115,499
"ANGEL2",688,345,519,446,315,207
"ANGPT1",59,6,54,24,26,29
"ANGPT2",718,117,207,344,196,331
"ANGPT4",3,13,5,111,1,11
"ANGPTL1",0,2,0,1,0,3
"ANGPTL2",5,21,0,54,0,34
"ANGPTL3",0,0,0,0,0,0
"ANGPTL4",475,541,180,2513,142,3531
"ANGPTL5",0,0,0,0,0,0
"ANGPTL6",12,32,16,44,10,31
"ANGPTL7",0,0,0,0,0,0
"ANGPTL8",0,0,0,0,0,0
"ANHX",0,0,0,0,0,0
"ANK1",25,128,164,1144,1991,54
"ANK2",30,60,31,76,23,65
"ANK2-AS1",2,1,5,5,0,1
"ANK3",18577,318,6532,589,8553,308
"ANK3-DT",2,0,1,0,0,0
"ANKAR",49,37,19,19,7,29
"ANKDD1A",950,79,283,148,498,91
"ANKDD1B",47,4,9,0,6,2
"ANKEF1",55,27,66,31,82,28
"ANKFN1",1118,7,282,13,1000,45
"ANKFY1",1255,923,1370,950,737,805
"ANKH",287,950,320,925,400,1005
"ANKH-DT",0,0,0,1,1,0
"ANKHD1",3280,3247,3380,3979,2070,1720
"ANKHD1-DT",11,8,11,20,9,2
"ANKHD1-EIF4EBP3",528,765,459,836,347,192
"ANKIB1",1319,752,834,809,712,727
"ANKK1",10,9,8,11,1,1
"ANKLE1",27,69,88,146,95,20
"ANKLE2",1131,2805,1189,5854,515,1802
"ANKMY1",284,199,305,213,160,130
"ANKMY2",822,208,622,146,784,167
"ANKRA2",737,209,486,228,488,146
"ANKRD1",93,91,36,426,33,162
"ANKRD10",2096,3385,2046,2574,1497,1637
"ANKRD10-IT1",66,228,112,160,36,93
"ANKRD11",2470,4045,3329,6250,1728,1462
"ANKRD11P1",0,0,4,5,1,0
"ANKRD11P2",0,0,0,0,0,0
"ANKRD12",3003,5985,3698,5075,2325,1168
"ANKRD13A",10303,1571,6148,1947,5373,1414
"ANKRD13B",9,35,17,41,12,27
"ANKRD13C",485,624,383,451,345,224
"ANKRD13D",1189,1373,2205,1324,932,470
"ANKRD16",64,34,82,49,49,22
"ANKRD17",2394,1708,1918,1782,1165,1272
"ANKRD17-DT",6,1,5,0,2,1
"ANKRD18A",6,22,154,69,10,61
"ANKRD18B",2,2,0,0,5,0
"ANKRD18CP",2,5,0,4,0,0
"ANKRD18DP",2,2,3,11,0.5,1
"ANKRD18EP",0,0,1,0,0,0
"ANKRD18FP",0,0,0,0,0,0
"ANKRD19P",0,0,1,0,0,0
"ANKRD2",0,1,0,0,0,2
"ANKRD20A1",2,37,1,4,1,5
"ANKRD20A10P",0,0,0,0,0,0
"ANKRD20A11P",3,1,1,0,3,2
"ANKRD20A17P",0,0,0,0,1,3
"ANKRD20A18P",0,0,0,0,0,0
"ANKRD20A19P",0,0,0,0,0,0
"ANKRD20A21P",0,0,0,0,10,2
"ANKRD20A2P",0,0,0,0,0,0
"ANKRD20A3P",0,0,0,0,0,0
"ANKRD20A4P",12,0,2,6,7,13
"ANKRD20A5P",9,14.5,6,2,14,4
"ANKRD20A6P",0,0,0,0,0,0
"ANKRD20A7P",0,0,0,0,0,0
"ANKRD20A8P",0,0,0,0,0,0
"ANKRD20A9P",0,0,3,0,0,4
"ANKRD22",146,356,274,60,113,35
"ANKRD23",12,40,30,43,2,5
"ANKRD24",480,39,520,48,708,153
"ANKRD26",247,350,262,294,170,172
"ANKRD26P1",0,0,1,0,0,0
"ANKRD26P2",0,0,0,0,0,0
"ANKRD26P3",0,2,1,0,0,1
"ANKRD26P4",0,0,4,5,0,2
"ANKRD27",1091,483,763,467,906,424
"ANKRD28",1128,1769,784,3003,337,746
"ANKRD29",9,31,19,31,4,25
"ANKRD30A",0,0,0,0,0,0
"ANKRD30B",7,20,12,18,2,6
"ANKRD30BL",2,0,0,0,0,2
"ANKRD30BP1",3,0,1,0,0,0
"ANKRD30BP2",0,0,0,0,0,0
"ANKRD30BP3",0,0,0,0,0,1
"ANKRD31",3,5,1,2,1,2
"ANKRD33",1139,11,433,32,544,29
"ANKRD33B",160,950,227,1121,16,307
"ANKRD33B-AS1",0,0,0,0,0,0
"ANKRD33BP1",1,0,0,0,0,0
"ANKRD33BP10",0,0,0,0,0,0
"ANKRD33BP2",0,0,0,0,0,0
"ANKRD33BP3",0,0,0,0,0,1
"ANKRD33BP5",0,0,0,0,0,7
"ANKRD33BP6",0,0,0,0,0,1
"ANKRD33BP7",0,0,0,0,1,1
"ANKRD33BP8",0,0,0,0,1,5
"ANKRD33BP9",1,2,0,0,1,4
"ANKRD34A",6,13,3,2,2,5
"ANKRD34B",4,2,14,3,2,2
"ANKRD34C",18,0,0,0,7,0
"ANKRD34C-AS1",5,17,19,15,2,5
"ANKRD35",1,7,19,10,2,5
"ANKRD36",175,696,249,686,25,182
"ANKRD36B",90,310,367,580,55,158
"ANKRD36BP1",0,0,0,0,0,0
"ANKRD36BP2",20.5,23.5,45.5,61,19.5,4.5
"ANKRD36C",77,500,161,506,48,239
"ANKRD36P1",0,0,0,0,0,0
"ANKRD37",35,388,75,245,48,289
"ANKRD39",79,109,72,54,51,59
"ANKRD40",3147,547,1581,605,2579,517
"ANKRD40CL",6,22,9,59,4,9
"ANKRD42",157,179,153,220,118,86
"ANKRD42-DT",20,26,46,51,8,9
"ANKRD44",746,1972,1084,1596,348,494
"ANKRD44-AS1",0,10,0,15,0,0
"ANKRD44-DT",0,0,0,1,0,0
"ANKRD44-IT1",5,12,19,17,2,3
"ANKRD45",5,11,11,16,7,6
"ANKRD46",484,68,293,81,462,125
"ANKRD49",477,226,335,201,313,88
"ANKRD49P1",5,24,4,13,4,10
"ANKRD49P2",0,1,0,0,0,2
"ANKRD49P3",0,0,0,0,0,0
"ANKRD49P4",0,0,0,0,0,0
"ANKRD50",239,307,259,332,129,627
"ANKRD52",1142,727,866,1233,407,648
"ANKRD53",946,7,236,16,405,13
"ANKRD54",440,241,317,289,308,148
"ANKRD54P1",0,0,0,0,0,0
"ANKRD55",5,81,4,50,0,21
"ANKRD6",249,122,142,101,99,192
"ANKRD60",5,5,3,11,1,0
"ANKRD61",0,3,0,0,0,0
"ANKRD62",10,14,10,9,7,3
"ANKRD62P1",0,0,0,0,0,0
"ANKRD62P1-PARP4P3",0,0,0,0,0,0
"ANKRD63",0,0,1,0,0,0
"ANKRD65",39,7,37,16,21,24
"ANKRD65-AS1",2,0,0,1,0,0
"ANKRD66",0,1,1,0,0,2
"ANKRD7",4,0,3,1,2,0
"ANKRD9",1140,281,631,485,844,334
"ANKS1A",1216,470,977,637,802,616
"ANKS1B",21,6,20,8,9,16
"ANKS3",131,172,146,170,88,56
"ANKS4B",12,17,12,33,6,4
"ANKS6",141,123,73,106,59,89
"ANKUB1",6,1,2,6,3,2
"ANKZF1",440,797,531,913,334,307
"ANLN",50,99,185,180,34,412
"ANO1",312,3,115,23,226,34
"ANO1-AS1",0,0,1,0,0,0
"ANO10",501,332,622,423,222,374
"ANO2",1539,16,613,55,477,106
"ANO3",0,0,3,0,0,2
"ANO3-AS1",0,0,1,0,0,0
"ANO4",0,0,0,4,0,0
"ANO5",24,31,12,32,9,27
"ANO6",931,1209,1141,1503,315,1746
"ANO7",10,13,9,16,1,10
"ANO7L1",0,2,3,1,0,0
"ANO8",111,218,171,304,43,203
"ANO9",53,343,30,319,22,80
"ANOS1",44,309,50,71,29,419
"ANOS2P",0,2,0,0,2,0
"ANP32A",3213,2066,3383,1968,2781,1333
"ANP32AP1",7,0,5,0,0,0
"ANP32B",8619,3372,6555,3621,6057,2131
"ANP32BP1",3,2,0,0,3,0
"ANP32BP2",0,1,0,0,0,0
"ANP32BP3",0,0,0,0,1,0
"ANP32C",1,0,0,0,0,0
"ANP32D",0,0,0,0,0,1
"ANP32E",636,1260,1087,1080,582,520
"ANPEP",585,3852,3420,23512,352,3827
"ANTKMT",146,95,237,104,141,76
"ANTXR1",35,252,23,241,7,727
"ANTXR2",465,1719,993,5547,159,1152
"ANTXRL",35,0,28,1,13,0
"ANTXRLP1",0,4,0,4,0,0
"ANXA1",117849,12432,49869,22445,44085,9500
"ANXA10",0,0,1,0,0,1
"ANXA11",10703,3808,8674,4380,7209,3217
"ANXA13",24,4,9,4,12,1
"ANXA2",25756,12641,10803,16266,11795,17652
"ANXA2P1",4,6,4,2,3,7
"ANXA2P2",6,3,0,0,0,9
"ANXA2P3",1,3,1,1,0,2
"ANXA2R",48,183,84,244,15,44
"ANXA2R-AS1",99,93,113,121,59,49
"ANXA2R-OT1",280,89,164,102,188,52
"ANXA3",364,160,3325,445,236,458
"ANXA4",12112,889,7264,809,3897,1250
"ANXA5",17428,14913,13218,20344,14876,13747
"ANXA6",13004,3391,13062,4764,10228,1132
"ANXA7",2454,1595,2138,2828,2353,1350
"ANXA8",1555,43,697,80,130,495
"ANXA8L1",977,56,282,12,162,156
"ANXA9",6,8,6,10,7,5
"AOAH",1254,2621,2420,3351,375,854
"AOAH-IT1",0,9,1,3,1,1
"AOC1",2490,3235,2219,4223,839,74383
"AOC2",7,17,15,21,12,13
"AOC3",2,10,17,10,1,9
"AOC4P",1,0,1,3,0,0
"AOPEP",862,98,372,127,231,114
"AOX1",292,4,54,13,205,13
"AOX2P",1,0,11,1,4,2
"AOX3P",0,0,0,1,0,0
"AOX3P-AOX2P",2,0,2,0,3,0
"AP1AR",373,227,323,141,341,185
"AP1AR-DT",18,6,14,5,13,0
"AP1B1",3722,3696,3430,3802,2016,4068
"AP1B1P1",0,0.5,0,0,0,0
"AP1B1P2",0,0,0,0,0,0
"AP1G1",2971,2225,2470,3412,1686,1273
"AP1G2",1300,1265,1392,1446,704,494
"AP1G2-AS1",107,200,183,292,57,129
"AP1M1",1367,1054,1773,1610,982,857
"AP1M2",3975,25,1719,78,2054,192
"AP1M2P1",1,0,23,0,0,0
"AP1S1",631,156,393,136,775,313
"AP1S2",1004,1965,2137,1472,685,790
"AP1S2P1",0,0,0,0,0,0
"AP1S3",131,273,127,227,58,137
"AP2A1",2964,1230,3248,1613,2198,1160
"AP2A2",2136,1553,1590,1553,1272,1545
"AP2B1",2607,3448,2790,3555,2350,2268
"AP2B1P1",0,0,0,0,0,0
"AP2M1",27161,3484,12146,3941,12885,3015
"AP2S1",3240,830,1904,746,1837,928
"AP3B1",1304,1307,1415,1774,722,1283
"AP3B2",7,17,17,38,8,13
"AP3D1",3957,2095,3134,2628,2330,1567
"AP3M1",2024,623,1407,518,1378,681
"AP3M2",152,522,129,359,123,148
"AP3S1",6012,871,2407,678,4066,824
"AP3S2",1007,257,748,339,401,296
"AP4B1",175,421,289,443,83,158
"AP4B1-AS1",6,24,18,36,5,7
"AP4E1",735,240,594,248,463,244
"AP4M1",295,112,205,168,174,108
"AP4S1",569,178,349,275,411,113
"AP5B1",2237,1684,3174,2012,971,1251
"AP5M1",985,340,669,329,659,309
"AP5S1",563,106,388,153,372,124
"AP5Z1",553,792,629,1064,317,350
"APAF1",331,594,1689,743,219,435
"APBA1",182,63,68,42,64,48
"APBA2",43,865,91,815,1,95
"APBA3",509,412,397,458,326,170
"APBB1",134,339,26,183,45,73
"APBB1IP",693,2550,2502,1675,673,1696
"APBB2",4507,81,2357,179,1228,226
"APBB3",352,579,400,962,201,333
"APC",542,623,575,598,229,520
"APC2",4,1,5,16,0,1
"APCDD1",84,29,21,72,10,124
"APCDD1L",0,0,0,7,0,3
"APCDD1L-DT",7,5,4,6,3,3
"APCS",9,0,1,0,0,0
"APEH",1239,636,1240,810,871,787
"APELA",13,0,1,0,2,9
"APEX1",889,1209,1160,1046,469,1076
"APEX2",526,248,487,264,479,212
"APH1A",2336,1870,1826,2200,814,1949
"APH1B",142,206,361,310,98,281
"API5",3323,1006,2092,1026,1848,839
"API5P1",0,1,0,0,1,0
"API5P2",1,0,0,0,0,0
"APIP",1042,329,492,245,697,341
"APLF",29,54,41,19,22,33
"APLN",101,161,57,376,36,220
"APLNR",0,3,1,15,0,25
"APLP1",21,19,17,49,12,46
"APLP2",4761,14850,9867,30878,1923,14552
"APMAP",1605,3322,4048,3559,593,1166
"APOA1",0,1,1,3,0,3
"APOA1-AS",0,2,2,0,0,1
"APOA2",3,2,0,2,0,1
"APOA4",0,0,1,0,0,0
"APOA5",0,0,0,0,0,0
"APOB",2,0,4,1,3,1
"APOBEC1",0,0,0,0,0,0
"APOBEC2",99,1,104,3,90,12
"APOBEC3A",1690,2306,3195,3491,804,315
"APOBEC3AP1",0,0,0,0,0,0
"APOBEC3B",95,80,207,278,60,105
"APOBEC3B-AS1",2,4,2,2,1,1
"APOBEC3C",591,2180,1358,1731,490,821
"APOBEC3D",99,320,132,230,71,64
"APOBEC3F",85,191,188,219,46,55
"APOBEC3G",333,2517,550,2210,170,320
"APOBEC3H",4,156,10,64,3,21
"APOBEC4",0,0,0,0,0,0
"APOBR",990,2079,3023,1859,819,1232
"APOC1",988,5094,971,1812,561,6049
"APOC1P1",32,192,6.5,11,5,30.5
"APOC2",38,122,14,27,11,158
"APOC3",4,0,0,0,2,0
"APOC4",2,3,2,0,3,12
"APOC4-APOC2",44,264,26,83,31,342
"APOD",2,5,6,14,0,12
"APOE",4109,38370,4672,13350,1931,42030
"APOF",1,1,1,1,0,0
"APOH",1,1,0,1,0,0
"APOL1",764,910,590,1110,290,905
"APOL2",1045,601,899,592,646,365
"APOL3",651,1592,626,929,251,339
"APOL4",333,182,234,130,35,40
"APOL5",0,0,0,0,0,0
"APOL6",900,3691,1265,2689,385,1813
"APOLD1",161,63,116,90,87,111
"APOM",20,16,14,34,3,10
"APONP",0,0,0,0,0,0
"APOO",124,121,91,87,110,100
"APOOL",493,135,390,133,385,128
"APOOP1",0,0,0,0,0,0
"APOOP2",0,0,0,0,0,0
"APOOP3",0,0,0,0,0,0
"APOOP4",0,0,0,2,0,0
"APOOP5",0,0,0,0,0,0
"APP",1678,2558,3147,5263,675,5703
"APP-DT",4,10,7,9,4,6
"APPAT",130,630,237,633,62,178
"APPBP2",3631,369,2114,419,2088,331
"APPBP2-DT",23,0,6,1,6,1
"APPL1",779,646,965,748,467,727
"APPL2",2033,556,1055,594,1262,401
"APRG1",31,63,61,55,8,23
"APRT",739,653,634,713,318,344
"APTR",50,57,60,59,43,23
"APTX",794,216,450,367,493,168
"AQP1",23,22,31,210,120,327
"AQP10",7,1,4,3,1,1
"AQP11",230,7,28,0,133,5
"AQP12A",0,0,0,0,0,0
"AQP12B",0,0,0,0,0,0
"AQP2",0,0,0,0,0,0
"AQP3",863,558,517,1007,262,156
"AQP4",0,0,0,0,0,0
"AQP4-AS1",6,7,11,19,5,11
"AQP5",3,0,0,0,1,0
"AQP5-AS1",0,0,0,0,0,0
"AQP6",0,3,1,0,4,1
"AQP7",13,0,0,3,0,0
"AQP7B",2,2,2,1,1,0
"AQP7P1",0,0,0,0,0,0
"AQP7P2",0,0,0,0,0,0
"AQP7P3",0,0,0,0,0,0
"AQP7P4",0,0,0,0,0,0
"AQP7P5",0,0,0,0,0,0
"AQP8",2,0,1,0,0,2
"AQP9",3064,35225,5378,63764,770,10773
