"","SRR26204549","SRR26204550","SRR26204553","SRR26204554","SRR26204557","SRR26204558"
"ENSG00000232830",0,0,0,0,0,0
"ENSG00000232832",0,0,0,0,1,0
"ENSG00000232834",0,0,0,0,0,0
"ENSG00000232835",0,0,0,0,0,0
"ENSG00000232837",0,0,0,0,0,0
"ENSG00000232838",191.571,9.631,112.528,29.577,153.221,12.597
"ENSG00000232841",0,0,0,0,0,0
"ENSG00000232842",0,0,2.613,1.537,10.542,0
"ENSG00000232843",1.085,0,1.121,0,0,0
"ENSG00000232845",0,0,0,0,0,0
"ENSG00000232846",0,0,0,0,0,0
"ENSG00000232848",1.152,0,0,6.945,1.225,0
"ENSG00000232849",0,0,0,0,0,0
"ENSG00000232850",2.599,15.411,6.062,18.494,8.121,15.356
"ENSG00000232851",0,0,0,0,0,0
"ENSG00000232852",0,0,0,0,0,0
"ENSG00000232853",0,0,0,0,0,0
"ENSG00000232855",6.153,18.277,9.195,13.587,4.049,14.969
"ENSG00000232857",0,0,0,0,0,0
"ENSG00000232858",1.1,0,0,0,1.141,0
"ENSG00000232859",65,32,56,24,101,30
"ENSG00000232860",6,9.705,12.122,7.211,18.668,5
"ENSG00000232862",0,0,1,0,0,0
"ENSG00000232864",0,0,0,0,0,0
"ENSG00000232867",0,0,0,0,0,0
"ENSG00000232869",0,41,0,42,1,8
"ENSG00000232871",0,0,5.036,3.759,2.843,2.257
"ENSG00000232872",0,0,0,0,0,0
"ENSG00000232873",0,3,0,7,0,0
"ENSG00000232874",0,0,0,0,3,0
"ENSG00000232875",0,0,0,0,0,0
"ENSG00000232876",0,1,0,0,1,2
"ENSG00000232878",0,0,0,0,0,0
"ENSG00000232879",0,0,0,0,0,0
"ENSG00000232880",0,0,0,0,0,0
"ENSG00000232881",0,0,0,0,0,0
"ENSG00000232882",0,1,0,0,0,0
"ENSG00000232883",1.035,1.046,1.08,1.098,3.349,5.287
"ENSG00000232884",4.35,13.338,22.485,25.296,17.766,9.6
"ENSG00000232885",0,0,0,0,0,0
"ENSG00000232886",0,0,0,0,0,0
"ENSG00000232887",0,0,0,0,0,0
"ENSG00000232888",2.155,0,3.146,4.366,3.221,1.099
"ENSG00000232889",0,0,0,0,0,0
"ENSG00000232891",0,2,2,4,2,0
"ENSG00000232892",0,0,0,0,0,0
"ENSG00000232893",0,0,0,0,0,0
"ENSG00000232894",0,0,0,0,0,0
"ENSG00000232895",0,0,0,0,0,0
"ENSG00000232896",3.032,0,3.079,0,3.531,6.724
"ENSG00000232897",0,0,0,0,0,0
"ENSG00000232900",0,0,0,0,0,0
"ENSG00000232901",0,0,0,0,0,0
"ENSG00000232903",0,0,0,0,0,0
"ENSG00000232905",0,0,0,0,0,0
"ENSG00000232906",0,1,0,0,0,2
"ENSG00000232907",1,1,5.007,4,5,0.982
"ENSG00000232908",0,0,0,0,0,0
"ENSG00000232909",0,0,0,0,0,0
"ENSG00000232910",0,0,0,0,0,0
"ENSG00000232912",0,4,11,0,1,0
"ENSG00000232913",2,0,2,0,4,0
"ENSG00000232914",0,0,0,0,0,0
"ENSG00000232915",0,2,5.848,0,0,0
"ENSG00000232916",0,0,0,0,0,0
"ENSG00000232917",0,0,0,0,0,0
"ENSG00000232918",0,2,0,0,0,1
"ENSG00000232920",0,0,0,0,0,0
"ENSG00000232922",0,0,0,0,0,0
"ENSG00000232924",0,0,0,0,0,0
"ENSG00000232925",0,0,0,0,0,0
"ENSG00000232926",0,0,0,1,0,2
"ENSG00000232927",0,0,0,0,0,0
"ENSG00000232928",1.001,0,1.007,0,0,0
"ENSG00000232930",0,1,1,0,0,0
"ENSG00000232931",34.837,573.353,164.092,584.889,163.046,202.235
"ENSG00000232934",3,1,5,6,3,0
"ENSG00000232935",0,0,0,0,0,0
"ENSG00000232936",0,0,0,0,0,0
"ENSG00000232937",0,0,0,0,1.936,0
"ENSG00000232938",111.3,8.38,10.46,2.357,44.397,0
"ENSG00000232939",0,0,0,0,0,0
"ENSG00000232940",4.897,45.314,26.315,63.643,28.332,21.068
"ENSG00000232943",0,0,0,0,0,0
"ENSG00000232944",1,0,0,0,0,0
"ENSG00000232946",1,1,0,0,0,2
"ENSG00000232947",0,0,0,0,0,0
"ENSG00000232949",0,4.004,0,1.417,0,2
"ENSG00000232950",0,0,0,0,0,0
"ENSG00000232951",0,0,0,1.968,0,0
"ENSG00000232952",0,0,0,0,1.081,0
"ENSG00000232953",0,0,0,0,0,2
"ENSG00000232954",0,0,0,0,0,0
"ENSG00000232956",56.007,802,403,1222,717.998,348
"ENSG00000232958",0,0,0,0,0,0
"ENSG00000232959",0,0,0,0,0,0
"ENSG00000232963",2.003,0,1.001,0,2.001,0
"ENSG00000232964",0,0,0,0,0,0
"ENSG00000232965",2.006,1,0,0,1.001,0
"ENSG00000232968",0,0,0,0,0,0
"ENSG00000232969",0,0,0,0,0,0
"ENSG00000232970",0,0,0,0,0,0
"ENSG00000232971",0,0,0,0,0,0
"ENSG00000232973",12.144,36.311,46.733,24.451,47.396,13.34
"ENSG00000232975",0,0,0,0,0,0
"ENSG00000232976",0,0,0,0,0,0
"ENSG00000232977",0,10.843,5.046,5.038,1.198,2.292
"ENSG00000232978",0,0,0,0,0,0
"ENSG00000232979",0,0,0,0,0,0
"ENSG00000232981",0,0,0,0,0,0
"ENSG00000232982",1,2,0,1,2,1
"ENSG00000232983",0,0,0,0,0,0
"ENSG00000232985",0,0,0,0,0,0
"ENSG00000232986",0,0,0,0,0,0
"ENSG00000232987",0,2,0,0,1,0
"ENSG00000232989",0,0,0,0,0,0
"ENSG00000232990",0,0,0,0,0,0
"ENSG00000232991",0,0,0,0,0,0
"ENSG00000232992",1,0,0,0,0,0
"ENSG00000232993",0,0,0,0,0,0
"ENSG00000232994",0,0,0,0,0,0
"ENSG00000232995",3.255,3,13.678,10.217,14,1
"ENSG00000232998",0,0,1,0,1,0
"ENSG00000232999",0,0,0,0,0,0
"ENSG00000233002",1,0,1,0,2,5
"ENSG00000233003",0,0,0,0,0,0
"ENSG00000233005",2,0,2,0,0,0
"ENSG00000233006",31.082,14.202,24.922,26.154,41.767,19.832
"ENSG00000233007",1,0,1,0,0,0
"ENSG00000233008",12.208,5.463,6.103,6.843,12.836,1.199
"ENSG00000233009",0,0,0,0,2,1
"ENSG00000233010",0,3,2,2,0,3
"ENSG00000233011",0,0,0,0,0,0
"ENSG00000233012",0,0,1.01,1.013,0,0
"ENSG00000233013",0,0,0,0,0,0
"ENSG00000233014",0,0,0,0,0,0
"ENSG00000233015",0,0,0,0,0,0
"ENSG00000233016",111.657,398.71,226.404,449.642,254.005,186.533
"ENSG00000233017",0,0,0,0,0,0
"ENSG00000233018",0,0,0,0,0,1
"ENSG00000233020",1.069,0,0,0,0,0
"ENSG00000233021",0,0,0,0,0,0
"ENSG00000233024",66.194,250.247,103.755,306.036,49.217,89.116
"ENSG00000233025",0,0,0,0,0,0
"ENSG00000233026",0,0,0,0,0,0
"ENSG00000233028",11,0,2,0,6,0
"ENSG00000233029",0,0,14.386,0,37.21,0
"ENSG00000233030",99,2.053,79.435,0,110.79,52.297
"ENSG00000233031",0,0,0,0,0,0
"ENSG00000233033",0,0,0,0,0,0
"ENSG00000233036",0,0,0,0,0,0
"ENSG00000233037",0,0,0,0,0,0
"ENSG00000233038",1,13,21,24,20,10
"ENSG00000233039",0,0,0,0,0,0
"ENSG00000233040",0,0,0,1.038,0,0
"ENSG00000233041",0,1,0,0,0,0
"ENSG00000233044",0,0,0,0,0,0
"ENSG00000233045",3.581,0,1.121,0,3.609,0
"ENSG00000233047",0,0,0,0,0,0
"ENSG00000233048",1.001,11.162,12.365,8.737,10.175,4.156
"ENSG00000233050",0,0,0,0,0,0
"ENSG00000233052",0,0,0,0,0,0
"ENSG00000233055",0,0,0,0,0,0
"ENSG00000233056",18659,621,4012,469,7011,2197
"ENSG00000233057",56.513,15.773,8.533,9.572,24.856,10.73
"ENSG00000233058",12.322,176.431,59.054,268.847,51.482,103.062
"ENSG00000233060",0,0,2,0,0,0
"ENSG00000233061",1,6,3.006,2.006,1.001,14
"ENSG00000233063",1,0,0,0,0,0
"ENSG00000233064",0,0,0,0,0,0
"ENSG00000233067",2,0,0,0,0,0
"ENSG00000233068",0,0,0,0,0,5
"ENSG00000233069",2,0,3,1,1,0
"ENSG00000233070",24,1,8,2,0,0
"ENSG00000233071",0,0,0,0,0,0
"ENSG00000233072",0,2,4,0,1,0
"ENSG00000233073",0,1,0,0,0,0
"ENSG00000233077",1,1,0,2,0,2
"ENSG00000233078",0,0,0,0,0,0
"ENSG00000233079",0,0,0,1,1,0
"ENSG00000233080",15.434,2.427,7.755,6.217,9.15,7.261
"ENSG00000233081",1,6,0,1,0,4
"ENSG00000233082",0,0,0,0,0,0
"ENSG00000233083",0,0,0,0,0,0
"ENSG00000233084",0,0,0,0,0,0
"ENSG00000233085",0,0,2,0,0,0
"ENSG00000233086",4.196,20.766,37.003,27.417,18.957,0
"ENSG00000233087",4.018,0,1.223,1.417,0,8.367
"ENSG00000233090",0,0,0,0,0,0
"ENSG00000233093",0,5,0,7,0,5
"ENSG00000233096",0,0,1,0,0,0
"ENSG00000233098",68.272,15.33,45.587,43.849,71.602,32.157
"ENSG00000233099",0,0,0,0,0,0
"ENSG00000233101",0,0,0,1,0,0
"ENSG00000233103",0,0,0,0,0,0
"ENSG00000233105",0,0,0,0,0,0
"ENSG00000233106",0,0,0,0,0,0
"ENSG00000233107",0,0,0,0,1,0
"ENSG00000233108",2,0,1,0,0,0
"ENSG00000233109",0,0,0,0,0,0
"ENSG00000233110",0,0,0,0,0,4
"ENSG00000233111",1.109,0,4.817,0,0,1.095
"ENSG00000233114",0,0,0,0,0,0
"ENSG00000233115",0,0,0,0,0,0
"ENSG00000233117",11.083,9.226,5.942,5.286,12.499,6.103
"ENSG00000233118",0,0,0,0,0,0
"ENSG00000233120",0,0,0,0,0,0
"ENSG00000233121",0,0,2,1,0,0
"ENSG00000233122",0,0,1.016,0,0,0
"ENSG00000233123",0,0,0,0,2,11
"ENSG00000233124",237.32,16.553,213.923,23.321,169.27,145.683
"ENSG00000233125",0,0,0,0,1,1
"ENSG00000233126",0,0,0,0,0,0
"ENSG00000233128",0,0,0,0,0,0
"ENSG00000233129",0,0,0,0,0,0
"ENSG00000233131",2.001,5,0,1,1,1
"ENSG00000233132",0,0,0,0,0,0
"ENSG00000233133",0,0,0,0,0,0
"ENSG00000233134",0,0,0,0,0,0
"ENSG00000233135",0,0,0,0,0,0
"ENSG00000233136",0,0,0,0,0,0
"ENSG00000233138",0,0,0,0,0,0
"ENSG00000233139",1.221,0,0,0,0,0
"ENSG00000233143",1,5.843,4.728,7.266,15.003,1
"ENSG00000233144",2,0,0,0,0,0
"ENSG00000233145",0,0,0,0,0,0
"ENSG00000233146",0,0,0,0,0,0
"ENSG00000233148",0,4,0,0,0,0
"ENSG00000233153",0,2,0,0,0,0
"ENSG00000233154",18.213,1,20.152,7.289,16.572,0
"ENSG00000233155",0,4.057,0,0,0,0
"ENSG00000233157",0,0,0,0,0,0
"ENSG00000233158",3,0,1,1,0,0
"ENSG00000233159",0,0,0,0,0,0
"ENSG00000233162",0,0,0,0,0,0
"ENSG00000233163",2,0,2,2,0,0
"ENSG00000233167",10.42,3.012,3,0,4.018,2.006
"ENSG00000233170",0,1.089,0,1.137,11.206,0
"ENSG00000233173",0,0,0,0,0,0
"ENSG00000233175",3,19.005,14,8,5,8
"ENSG00000233176",0,0,0,0,0,0
"ENSG00000233178",14.751,19.42,17.727,18.875,48.893,19
"ENSG00000233179",0,5.52,0,7.32,0,2.802
"ENSG00000233183",2.5,21.544,9.108,13.514,10.315,10.495
"ENSG00000233184",7,63.965,64.12,93,59,45.99
"ENSG00000233186",0,0,0,0,0,0
"ENSG00000233189",0,0,1,0,3,0
"ENSG00000233190",1,2,4.001,0,3.082,0
"ENSG00000233191",0,5,0,0,0,0
"ENSG00000233193",0,0,0,0,0,0
"ENSG00000233196",0,0,0,0,0,0
"ENSG00000233197",0,0,0,0,0,0
"ENSG00000233198",57,1,20,1,46,0
"ENSG00000233200",0,0,0,0,0,0
"ENSG00000233203",1,0,3,0,0,0
"ENSG00000233204",0,0,0,0,0,0
"ENSG00000233205",0,0,0,0,0,0
"ENSG00000233206",0,0,0,0,0,0
"ENSG00000233208",6.408,4.773,8.24,6.91,14,1.092
"ENSG00000233211",0,0,0,0,0,0
"ENSG00000233213",0,0,0,0,0,0
"ENSG00000233214",0,2,1,0,2,0
"ENSG00000233215",1,0,4.124,1.254,4.982,3.982
"ENSG00000233216",0,0,0,0,0,0
"ENSG00000233217",0,0,0,0,0,0
"ENSG00000233219",0,0,0,0,0,0
"ENSG00000233220",1.015,7.695,1.807,12.371,4.144,0
"ENSG00000233221",0,0,0,0,1,0
"ENSG00000233222",0,0,0,0,0,0
"ENSG00000233223",56,19.001,59,30,34,7
"ENSG00000233225",0,0,0,0,0,0
"ENSG00000233228",0,0,0,0,0,0
"ENSG00000233229",0,0,1.142,0,0,0
"ENSG00000233230",5,15.001,11,1,11,0
"ENSG00000233231",1,0,0,1,0,0
"ENSG00000233232",1.425,123.253,58.441,164.11,33.318,83.075
"ENSG00000233234",0,0,0,0,0,0
"ENSG00000233235",0,0,0,0,0,0
"ENSG00000233236",0,2,0,4,1,0
"ENSG00000233237",11.001,16.055,16.051,11.007,17.925,57.003
"ENSG00000233238",0,0,0,0,0,0
"ENSG00000233242",0,0,0,0,0,2
"ENSG00000233243",0,0,0,0,0,0
"ENSG00000233246",0,0,0,0,0,1
"ENSG00000233247",0,0,0,0,0,0
"ENSG00000233248",0,0,0,0,0,0
"ENSG00000233250",1.077,1.718,0,0,2.116,1.916
"ENSG00000233251",7.845,69.559,31.907,32.647,28.844,31.269
"ENSG00000233252",0,0,0,0,0,0
"ENSG00000233254",0,1.206,0,0,3.641,0
"ENSG00000233256",0,0,0,0,0,0
"ENSG00000233258",0,0,0,0,0,0
"ENSG00000233259",0,0,0,0,0,0
"ENSG00000233260",0,1.182,0,0,0,0
"ENSG00000233261",0,1,0,2,0,0
"ENSG00000233262",0,0,0,0,0,0
"ENSG00000233263",0,0,0,0,0,0
"ENSG00000233264",2.006,36.181,7.978,11.129,9.084,7.001
"ENSG00000233266",6,6.014,3.006,2.681,2,2.001
"ENSG00000233268",0,0,0,0,0,0
"ENSG00000233270",0,0,0,0,0,0
"ENSG00000233271",0,0,0,0,0,0
"ENSG00000233272",0,0,0,0,0,0
"ENSG00000233273",0,0,0,0,0,0
"ENSG00000233275",0,0,0,0,0,0
"ENSG00000233276",272.918,2194.914,4888.824,4176.881,2851.194,1228.058
"ENSG00000233277",0,0,0,0,0,0
"ENSG00000233278",2.296,1.508,3.006,0,0,0
"ENSG00000233285",0,0,0,0,0,0
"ENSG00000233286",0,0,0,0,0,0
"ENSG00000233287",2.002,0,0,1,2.156,0
"ENSG00000233288",1.839,6.377,12.397,3.821,1,0
"ENSG00000233290",0,0,0,0,0,0
"ENSG00000233291",0,0,0,0,0,0
"ENSG00000233292",0,0,0,0,0,0
"ENSG00000233293",0,0,0,0,0,0
"ENSG00000233295",0,0,0,0,0,0
"ENSG00000233296",10.997,5.001,3.083,4.001,3.034,0
"ENSG00000233297",0,20.254,9.362,4.978,37.443,4.039
"ENSG00000233299",0,0,1,0,0,0
"ENSG00000233300",0,0,1,0,0,0
"ENSG00000233301",0,0,0,0,0,0
"ENSG00000233303",0,0,0,0,0,0
"ENSG00000233304",0,1,0,0,0,0
"ENSG00000233306",0,4.506,0,2.9,1,2.706
"ENSG00000233307",0,0,0,0,0,1
"ENSG00000233308",0,1,3,4,3,1
"ENSG00000233309",0,0,0,0,0,0
"ENSG00000233311",0,0,0,0,0,0
"ENSG00000233313",0,0,0,0,0,0
"ENSG00000233316",2,0,0,0,12,0
"ENSG00000233318",0,0,0,0,0,0
"ENSG00000233319",0,1,0,0,0,0
"ENSG00000233321",5.014,6.615,3.266,0.982,1.214,1.09
"ENSG00000233324",4,1,5,0,1,0
"ENSG00000233325",0,0,0,0,0,0
"ENSG00000233327",0,20.251,0,55.947,0,14.767
"ENSG00000233328",0,3.258,0,0,1.459,0
"ENSG00000233329",0,0,0,0,0,0
"ENSG00000233330",0,0,0,0,0,0
"ENSG00000233332",0,0,0,0,0,0
"ENSG00000233333",0,0,0,0,0,0
"ENSG00000233334",0,0,0,0,0,0
"ENSG00000233335",0,0,0,0,0,0
"ENSG00000233336",0,0,0,0,0,0
"ENSG00000233337",0,0,0,0,0,0
"ENSG00000233338",0,1,0,0,1,0
"ENSG00000233339",0,0,0,0,0,0
"ENSG00000233340",0,0,0,0,0,0
"ENSG00000233342",6,0,1,0,4,0
"ENSG00000233343",0,1,0,0,0,0
"ENSG00000233347",0,1.063,0,0,0,0
"ENSG00000233349",0,0,1,0,0,0
"ENSG00000233351",2,2,0,0,0,1
"ENSG00000233352",0,0,0,0,0,0
"ENSG00000233353",0,0,0,0,0,0
"ENSG00000233354",0,0,0,0,0,0
"ENSG00000233355",3,297.001,8,212.001,16,78.999
"ENSG00000233357",0,0,0,0,0,0
"ENSG00000233358",0,0,0,0,0,0
"ENSG00000233359",0,0,0,0,0,0
"ENSG00000233360",2,1,7,1,1,0
"ENSG00000233363",0,0,0,0,0,0
"ENSG00000233365",0,0,0,0,0,0
"ENSG00000233366",0,0,0,0,0,0
"ENSG00000233367",0,0,0,0,0,0
"ENSG00000233369",35036.948,1910.366,8675.581,1041.533,18370.468,668.744
"ENSG00000233370",0,0,0,0,0,0
"ENSG00000233372",0,0,0,0,0,0
"ENSG00000233376",0,0,0,0,0,0
"ENSG00000233377",0,0,0,0,0,0
"ENSG00000233378",0,0,0,0,0,0
"ENSG00000233379",10.613,6.284,19.729,1.899,5.72,11.411
"ENSG00000233380",0,2.308,0,1.195,0,1.061
"ENSG00000233381",17.744,11.292,34.539,7.423,13.609,5.797
"ENSG00000233382",8.173,9.56,9.584,10.74,13.947,10.236
"ENSG00000233383",0,0,0,0,0,0
"ENSG00000233384",5.234,20.023,10.343,9.618,7.305,6.443
"ENSG00000233385",0,0,0,0,0,0
"ENSG00000233387",0,2.007,1.963,0,0,0
"ENSG00000233388",1.024,0,1.085,1.029,0,0
"ENSG00000233392",0,9,37,12,49,2
"ENSG00000233393",5,3.079,4.969,1,2.018,5.084
"ENSG00000233395",0,0,0,0,0,0
"ENSG00000233396",88.627,46.692,51.296,52.159,137.889,53.499
"ENSG00000233397",0,0,0,0,0,0
"ENSG00000233399",0,0,0,0,0,0
"ENSG00000233401",0,0,0,1.004,0,0
"ENSG00000233402",2.011,0,0,0,0,0
"ENSG00000233403",0,0,0,0,0,0
"ENSG00000233405",0,0,0,0,0,0
"ENSG00000233406",0,3.105,0,0,1.442,0
"ENSG00000233407",0,0,0,0,0,0
"ENSG00000233408",0,0,0,0,0,1
"ENSG00000233409",0,0,0,0,0,0
"ENSG00000233410",0,0,0,0,0,0
"ENSG00000233411",0,6,1,0,0,0
"ENSG00000233412",0,0,0,0,0.997,14.711
"ENSG00000233415",0,0,0,0,0,0
"ENSG00000233416",0,0,2,1,1,0
"ENSG00000233417",0,0,0,0,0,0
"ENSG00000233419",0,0,1,0,0,1.468
"ENSG00000233420",1.021,2.387,2.994,1.918,0,0
"ENSG00000233421",0,0,0,0,0,0
"ENSG00000233423",0,0,0,0,0,0
"ENSG00000233424",0,0,0,0,0,0
"ENSG00000233425",0,0,0,0,1.002,0
"ENSG00000233426",573.725,238.971,150.201,265.322,323.201,0
"ENSG00000233427",1,4.157,2.974,1.793,4.043,0
"ENSG00000233428",0,0,0,0,0,0
"ENSG00000233429",3,85.001,90,127.999,74.292,35
"ENSG00000233430",0,1,0,0,1.306,0
"ENSG00000233431",0,11,3,2,0,0
"ENSG00000233432",0,0,0,0,0,0
"ENSG00000233433",0,4.678,9.679,2.384,6.594,1.004
"ENSG00000233435",0,0,0,2.012,3.009,0
"ENSG00000233436",0,0,0,0,0,0
"ENSG00000233437",0,0,0,0,0,0
"ENSG00000233440",0,0,0,1,0,0
"ENSG00000233441",0,0,1,0,0,0
"ENSG00000233442",0,0,0,0,0,0
"ENSG00000233444",0,0,0,2,2,9.004
"ENSG00000233445",0,0,0,0,0,0
"ENSG00000233446",0,0,0,0,0,0
"ENSG00000233447",0,0,0,0,0,0
"ENSG00000233448",0,0,0,0,0,1.763
"ENSG00000233449",0,0,0,0,0,0
"ENSG00000233451",0,0,0,0,0,0
"ENSG00000233452",3.135,13.656,25.807,26.124,10.364,20.398
"ENSG00000233454",0,0,0,0,0,0
"ENSG00000233455",0,0,0,0,0,0
"ENSG00000233456",0,0,0,0,0,0
"ENSG00000233457",0,0,0,0,0,0
"ENSG00000233459",1.017,0,0,0,0,0
"ENSG00000233460",0,0,0,0,0,0
"ENSG00000233461",62.842,58.279,81.405,60.608,87.888,51.381
"ENSG00000233464",0,0,0,0,0,0
"ENSG00000233467",0,0,0,0,0,0
"ENSG00000233469",0,1,1,0,0,0
"ENSG00000233470",0,0,0,0,0,0
"ENSG00000233471",0,0,0,0,1,0
"ENSG00000233472",0,0,0,0,0,0
"ENSG00000233473",0,0,2.733,0,0,0
"ENSG00000233476",288.191,78.192,46.105,70.659,76.244,73.244
"ENSG00000233477",0,0,0,0,0,0
"ENSG00000233478",0,1.104,0,0,0,0
"ENSG00000233479",0,0,0,0,0,0
"ENSG00000233480",0,0,0,2.671,1.022,0
"ENSG00000233482",0,0,0,0,0,0
"ENSG00000233483",0,3,1,5,2,2
"ENSG00000233484",0,0,0,0,0,0
"ENSG00000233485",0,3.012,0,2.579,0,0
"ENSG00000233487",0,0,0,0,0,0
"ENSG00000233489",0,0,0,0,0,0
"ENSG00000233491",0,0,0,0,0,0
"ENSG00000233492",0,0,0,0,0,0
"ENSG00000233493",2,19,10,21,9,10
"ENSG00000233494",0,0,1.854,0,0,0
"ENSG00000233496",0,3.962,0.969,4.836,0,3.362
"ENSG00000233497",0,0,2.097,0,0,0
"ENSG00000233499",0,0,0,0,0,0
"ENSG00000233502",0,0,0,0,0,0
"ENSG00000233503",1.285,3.559,0,0,0,1.421
"ENSG00000233508",0,0,0,0,0,0
"ENSG00000233509",0,0,0,0,0,0
"ENSG00000233511",0,0,0,0,0,0
"ENSG00000233514",0,0,0,0,0,0
"ENSG00000233515",1,2.973,8.051,0,1,2.007
"ENSG00000233516",0,0,0,0,0,0
"ENSG00000233517",0,0,0,0,0,0
"ENSG00000233518",0,0,0.994,0,0,0
"ENSG00000233519",0,0,0,0,0,0
"ENSG00000233521",1.005,2.302,3.75,8.991,2.589,1.986
"ENSG00000233522",0,9.604,0,1.027,0,0
"ENSG00000233523",0,0,0,0,0,0
"ENSG00000233524",0,0,1,0,0,0
"ENSG00000233526",0,0,0,0,0,0
"ENSG00000233527",111.001,26.678,53,26,69.006,11
"ENSG00000233528",0,0,0,0,0,0
"ENSG00000233529",0,0,0,0,0,0
"ENSG00000233531",0,0,0,0,0,0
"ENSG00000233532",0,0,0,1,0,0
"ENSG00000233533",0,0,0,0,0,0
"ENSG00000233534",0,0,0,0,0,0
"ENSG00000233535",0,0,0,0,0,0
"ENSG00000233536",0,0,1,0,1.003,0
"ENSG00000233537",0,0,0,0,0,0
"ENSG00000233538",0,1.049,0,1.182,2.571,3.269
"ENSG00000233539",0,1.012,14.084,0,10.002,2.064
"ENSG00000233540",0,1,4,0,0,0
"ENSG00000233541",0,0,0,0,0,0
"ENSG00000233542",0.996,0,1.778,1.102,0,0
"ENSG00000233543",0,0,1.089,0,1.107,0
"ENSG00000233544",0,0,0,0,0,0
"ENSG00000233545",0,0,0,0,0,0
"ENSG00000233546",0,0,0,0,0,0
"ENSG00000233547",0,2,11,5,3,1
"ENSG00000233548",0,0,0,0,0,0
"ENSG00000233549",0,0,0,0,0,0
"ENSG00000233550",0,0,0,0,0,0
"ENSG00000233551",0,0,0,0,0,0
"ENSG00000233553",0,0,0,0,0,0
"ENSG00000233554",34.02,6.923,31.253,7.136,21,9.029
"ENSG00000233555",0,0,1.753,0,0,0
"ENSG00000233557",0,0,0,0,0,0
"ENSG00000233558",1.161,2.525,1.077,3.363,2.695,1.076
"ENSG00000233559",1.127,32.939,9.091,18.97,16.305,7.422
"ENSG00000233560",1.079,1.004,2.469,3.013,0,2.005
"ENSG00000233562",0,2,0,1,0,0
"ENSG00000233563",0,0,0,0,0,0
"ENSG00000233565",0,0,0,4,0,0
"ENSG00000233569",0,0,0,0,0,0
"ENSG00000233570",0,0,0,0,0,0
"ENSG00000233571",1.099,0,2.438,0,0,0
"ENSG00000233574",0,0,0,0,0,0
"ENSG00000233575",0,0,0,0,0,0
"ENSG00000233576",0,0,0,0,0,0
"ENSG00000233577",0,0,2,1,0,0
"ENSG00000233578",1.001,0,0,0,1,0
"ENSG00000233579",1,3,0,2.007,0,1
"ENSG00000233581",81,2,4,0,5,0
"ENSG00000233583",0,3,0,0,0,0
"ENSG00000233585",3.638,0,4.744,1.241,0,0
"ENSG00000233586",0,0,0,2,0,3
"ENSG00000233587",0,0,0,0,0,0
"ENSG00000233588",0,0,0,0,0,0
"ENSG00000233589",0,0,0,0,0,0
"ENSG00000233590",3,0,0,0,0,0
"ENSG00000233593",4.742,10.851,14.815,5.945,7.837,4.561
"ENSG00000233594",0,0,0,0,0,0
"ENSG00000233595",0,0,0,0,0,0
"ENSG00000233597",3.787,2.28,4.101,6.149,4.385,1.569
"ENSG00000233601",0,0,0,0,0,0
"ENSG00000233602",0,1,1,0,0,3
"ENSG00000233603",0,0,0,0,0,0
"ENSG00000233605",0,0,0,0,0,0
"ENSG00000233606",0,0,0,0,0,0
"ENSG00000233607",0,0,0,0,0,0
"ENSG00000233608",0,0,1,1,0,2
"ENSG00000233609",1,9,1,5,2,2
"ENSG00000233610",0,0,1,1,0,0
"ENSG00000233611",0,0,0,1.008,3.989,2
"ENSG00000233613",0,0,0,0,0,0
"ENSG00000233614",0,0,0,0,0,0
"ENSG00000233615",0,0,1.125,0,1.046,2.019
"ENSG00000233616",0,0,0,0,0,0
"ENSG00000233619",0,0,0,0,0,0
"ENSG00000233620",0,0,0,0,0,0
"ENSG00000233621",175,24,139.012,29.023,135.017,20.007
"ENSG00000233622",2.014,2.102,5.302,0,11.96,7.195
"ENSG00000233623",0,1,1,0,0,0
"ENSG00000233625",0,0,0,0,0,1
"ENSG00000233626",0,0,0,0,0,0
"ENSG00000233627",0,0,1,0,0,0
"ENSG00000233632",0,0,0,0,0,0
"ENSG00000233633",0,0,0,0,0,0
"ENSG00000233634",0,0,0,0,0,0
"ENSG00000233635",0,0,0,0,0,0
"ENSG00000233639",3.148,9.875,3.445,6.522,5.353,5
"ENSG00000233640",0,0,0,0,0,0
"ENSG00000233642",0,0,0,0,0,0
"ENSG00000233643",0,0,0,0,0,0
"ENSG00000233644",0,0,1,0,1,0
"ENSG00000233645",0,0,0,0,0,0
"ENSG00000233646",0,0,0,0,0,0
"ENSG00000233647",0,0,0,0,0,0
"ENSG00000233648",0,0,0,0,0,0
"ENSG00000233651",0,0,0,0,0,0
"ENSG00000233652",0,0,0,0,0,0
"ENSG00000233653",0,0,0,0,0,0
"ENSG00000233654",20.45,15.276,14.036,1.18,45.068,3.372
"ENSG00000233656",1,0,0,0,2,0
"ENSG00000233659",0,0,0,0,0,0
"ENSG00000233661",0,0,0,0,0,0
"ENSG00000233662",0,0,0,0,0,0
"ENSG00000233663",0,0,0,0,0,0
"ENSG00000233664",0,0,0,0,0,0
"ENSG00000233665",0,1.997,1,1,5.989,1.002
"ENSG00000233668",0,0,2.11,0,0,0
"ENSG00000233670",0,0,0,0,0,0
"ENSG00000233671",0,3.587,0,3.007,1.083,0
"ENSG00000233672",4.124,21.75,13.049,29.953,18.676,11.232
